date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,month,era,match_key
6/21/1962,Norway,Sweden,0,2,UEFA Euro qualification,Oslo,Norway,FALSE,1962,6,1960,1962-06-21|Norway|Sweden
6/24/1962,Austria,Hungary,1,2,Friendly,Vienna,Austria,FALSE,1962,6,1960,1962-06-24|Austria|Hungary
6/28/1962,Denmark,Malta,6,1,UEFA Euro qualification,Copenhagen,Denmark,FALSE,1962,6,1960,1962-06-28|Denmark|Malta
7/3/1962,Norway,Malta,5,0,Friendly,Trondheim,Norway,FALSE,1962,7,1960,1962-07-03|Norway|Malta
7/6/1962,Kenya,Zanzibar,5,0,Friendly,Mombasa,Kenya,FALSE,1962,7,1960,1962-07-06|Kenya|Zanzibar
7/7/1962,Jamaica,Curaçao,4,4,Friendly,Kingston,Jamaica,FALSE,1962,7,1960,1962-07-07|Jamaica|Curaçao
7/9/1962,Iceland,Norway,1,3,Friendly,Reykjavík,Iceland,FALSE,1962,7,1960,1962-07-09|Iceland|Norway
7/9/1962,Jamaica,Curaçao,2,1,Friendly,Kingston,Jamaica,FALSE,1962,7,1960,1962-07-09|Jamaica|Curaçao
7/11/1962,Jamaica,Curaçao,1,2,Friendly,Kingston,Jamaica,FALSE,1962,7,1960,1962-07-11|Jamaica|Curaçao
7/12/1962,Singapore,Indonesia,1,2,Friendly,Kallang,Singapore,FALSE,1962,7,1960,1962-07-12|Singapore|Indonesia
7/14/1962,Gabon,Congo,3,1,Friendly,Libreville,Gabon,FALSE,1962,7,1960,1962-07-14|Gabon|Congo
7/14/1962,Vietnam Republic,Taiwan,1,1,Friendly,Saigon,Vietnam Republic,FALSE,1962,7,1960,1962-07-14|Vietnam Republic|Taiwan
7/25/1962,Thailand,Taiwan,4,0,Friendly,Bangkok,Thailand,FALSE,1962,7,1960,1962-07-25|Thailand|Taiwan
7/27/1962,Singapore,Taiwan,2,2,Friendly,Kallang,Singapore,FALSE,1962,7,1960,1962-07-27|Singapore|Taiwan
7/28/1962,Kenya,Tanzania,4,3,Friendly,Nairobi,Kenya,FALSE,1962,7,1960,1962-07-28|Kenya|Tanzania
8/10/1962,Bolivia,Paraguay,3,1,Copa Paz del Chaco,Cochabamba,Bolivia,FALSE,1962,8,1960,1962-08-10|Bolivia|Paraguay
8/12/1962,Bolivia,Paraguay,3,2,Copa Paz del Chaco,La Paz,Bolivia,FALSE,1962,8,1960,1962-08-12|Bolivia|Paraguay
8/12/1962,Republic Of Ireland,Iceland,4,2,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE,1962,8,1960,1962-08-12|Republic Of Ireland|Iceland
8/15/1962,Argentina,Uruguay,3,1,Copa Lipton,Buenos Aires,Argentina,FALSE,1962,8,1960,1962-08-15|Argentina|Uruguay
8/20/1962,Gabon,Cameroon,1,1,Friendly,Libreville,Gabon,FALSE,1962,8,1960,1962-08-20|Gabon|Cameroon
8/25/1962,Indonesia,Vietnam Republic,1,0,Asian Games,Jakarta,Indonesia,FALSE,1962,8,1960,1962-08-25|Indonesia|Vietnam Republic
8/25/1962,Japan,Thailand,3,1,Asian Games,Jakarta,Indonesia,TRUE,1962,8,1960,1962-08-25|Japan|Thailand
8/26/1962,Norway,Finland,2,1,Nordic Championship,Bergen,Norway,FALSE,1962,8,1960,1962-08-26|Norway|Finland
8/26/1962,Malaysia,Philippines,15,1,Asian Games,Jakarta,Indonesia,TRUE,1962,8,1960,1962-08-26|Malaysia|Philippines
8/26/1962,India,South Korea,0,2,Asian Games,Jakarta,Indonesia,TRUE,1962,8,1960,1962-08-26|India|South Korea
8/27/1962,Indonesia,Philippines,6,0,Asian Games,Jakarta,Indonesia,FALSE,1962,8,1960,1962-08-27|Indonesia|Philippines
8/27/1962,South Korea,Thailand,3,2,Asian Games,Jakarta,Indonesia,TRUE,1962,8,1960,1962-08-27|South Korea|Thailand
8/28/1962,Indonesia,Malaysia,2,3,Asian Games,Jakarta,Indonesia,FALSE,1962,8,1960,1962-08-28|Indonesia|Malaysia
8/28/1962,Thailand,India,1,4,Asian Games,Jakarta,Indonesia,TRUE,1962,8,1960,1962-08-28|Thailand|India
8/29/1962,Vietnam Republic,Malaysia,3,0,Asian Games,Jakarta,Indonesia,TRUE,1962,8,1960,1962-08-29|Vietnam Republic|Malaysia
8/29/1962,India,Japan,2,0,Asian Games,Jakarta,Indonesia,TRUE,1962,8,1960,1962-08-29|India|Japan
8/30/1962,Vietnam Republic,Philippines,6,0,Asian Games,Jakarta,Indonesia,TRUE,1962,8,1960,1962-08-30|Vietnam Republic|Philippines
8/30/1962,South Korea,Japan,1,0,Asian Games,Jakarta,Indonesia,TRUE,1962,8,1960,1962-08-30|South Korea|Japan
8/31/1962,Suriname,Guadeloupe,3,1,Friendly,Paramaribo,Suriname,FALSE,1962,8,1960,1962-08-31|Suriname|Guadeloupe
9/1/1962,Uganda,Kenya,3,1,Friendly,Kampala,Uganda,FALSE,1962,9,1960,1962-09-01|Uganda|Kenya
9/1/1962,Vietnam Republic,India,2,3,Asian Games,Jakarta,Indonesia,TRUE,1962,9,1960,1962-09-01|Vietnam Republic|India
9/1/1962,South Korea,Malaysia,2,1,Asian Games,Jakarta,Indonesia,TRUE,1962,9,1960,1962-09-01|South Korea|Malaysia
9/2/1962,Iceland,Republic Of Ireland,1,1,UEFA Euro qualification,Reykjavík,Iceland,FALSE,1962,9,1960,1962-09-02|Iceland|Republic Of Ireland
9/2/1962,Poland,Hungary,0,2,Friendly,Poznań,Poland,FALSE,1962,9,1960,1962-09-02|Poland|Hungary
9/3/1962,Vietnam Republic,Malaysia,1,4,Asian Games,Jakarta,Indonesia,TRUE,1962,9,1960,1962-09-03|Vietnam Republic|Malaysia
9/4/1962,India,South Korea,2,1,Asian Games,Jakarta,Indonesia,TRUE,1962,9,1960,1962-09-04|India|South Korea
9/5/1962,Netherlands,Curaçao,8,0,Friendly,Amsterdam,Netherlands,FALSE,1962,9,1960,1962-09-05|Netherlands|Curaçao
9/8/1962,Malaysia,Japan,2,2,Merdeka Tournament,Kuala Lumpur,Malaysia,FALSE,1962,9,1960,1962-09-08|Malaysia|Japan
9/9/1962,Myanmar,Pakistan,0,1,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,1962,9,1960,1962-09-09|Myanmar|Pakistan
9/11/1962,Denmark,Curaçao,3,1,Friendly,Odense,Denmark,FALSE,1962,9,1960,1962-09-11|Denmark|Curaçao
9/11/1962,Indonesia,Singapore,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,1962,9,1960,1962-09-11|Indonesia|Singapore
9/12/1962,Indonesia,Philippines,9,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,1962,9,1960,1962-09-12|Indonesia|Philippines
9/12/1962,Japan,Pakistan,1,1,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,1962,9,1960,1962-09-12|Japan|Pakistan
9/13/1962,Malaysia,Myanmar,3,2,Merdeka Tournament,Kuala Lumpur,Malaysia,FALSE,1962,9,1960,1962-09-13|Malaysia|Myanmar
9/13/1962,Philippines,Singapore,0,5,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,1962,9,1960,1962-09-13|Philippines|Singapore
9/14/1962,Indonesia,Vietnam Republic,2,1,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,1962,9,1960,1962-09-14|Indonesia|Vietnam Republic
9/15/1962,Myanmar,Japan,3,1,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,1962,9,1960,1962-09-15|Myanmar|Japan
9/16/1962,Austria,Czechoslovakia,0,6,Friendly,Vienna,Austria,FALSE,1962,9,1960,1962-09-16|Austria|Czechoslovakia
9/16/1962,Congo,Gabon,3,1,Friendly,Brazzaville,Congo,FALSE,1962,9,1960,1962-09-16|Congo|Gabon
9/16/1962,Finland,Denmark,1,6,Nordic Championship,Helsinki,Finland,FALSE,1962,9,1960,1962-09-16|Finland|Denmark
9/16/1962,German Dr,Yugoslavia,2,2,Friendly,Leipzig,German DR,FALSE,1962,9,1960,1962-09-16|German Dr|Yugoslavia
9/16/1962,Malaysia,Pakistan,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,FALSE,1962,9,1960,1962-09-16|Malaysia|Pakistan
9/16/1962,Norway,Sweden,2,1,Nordic Championship,Oslo,Norway,FALSE,1962,9,1960,1962-09-16|Norway|Sweden
9/16/1962,Philippines,Vietnam Republic,0,6,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,1962,9,1960,1962-09-16|Philippines|Vietnam Republic
9/16/1962,Trinidad And Tobago,Suriname,1,1,Friendly,Port of Spain,Trinidad and Tobago,FALSE,1962,9,1960,1962-09-16|Trinidad And Tobago|Suriname
9/17/1962,Singapore,Vietnam Republic,2,2,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,1962,9,1960,1962-09-17|Singapore|Vietnam Republic
9/18/1962,Trinidad And Tobago,Suriname,1,0,Friendly,Port of Spain,Trinidad and Tobago,FALSE,1962,9,1960,1962-09-18|Trinidad And Tobago|Suriname
9/19/1962,Indonesia,Pakistan,2,1,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,1962,9,1960,1962-09-19|Indonesia|Pakistan
9/19/1962,Yugoslavia,Ethiopia,5,2,Friendly,Belgrade,Yugoslavia,FALSE,1962,9,1960,1962-09-19|Yugoslavia|Ethiopia
9/20/1962,Trinidad And Tobago,Suriname,1,1,Friendly,Port of Spain,Trinidad and Tobago,FALSE,1962,9,1960,1962-09-20|Trinidad And Tobago|Suriname
9/21/1962,Singapore,Japan,2,1,Friendly,Kallang,Singapore,FALSE,1962,9,1960,1962-09-21|Singapore|Japan
9/22/1962,Trinidad And Tobago,Suriname,1,1,Friendly,Port of Spain,Trinidad and Tobago,FALSE,1962,9,1960,1962-09-22|Trinidad And Tobago|Suriname
9/26/1962,Denmark,Netherlands,4,1,Friendly,Copenhagen,Denmark,FALSE,1962,9,1960,1962-09-26|Denmark|Netherlands
9/29/1962,Ghana,Kenya,6,3,Friendly,Kampala,Uganda,TRUE,1962,9,1960,1962-09-29|Ghana|Kenya
9/30/1962,Bulgaria,Poland,2,1,Friendly,Sofia,Bulgaria,FALSE,1962,9,1960,1962-09-30|Bulgaria|Poland
9/30/1962,Romania,Morocco,4,0,Friendly,Bucharest,Romania,FALSE,1962,9,1960,1962-09-30|Romania|Morocco
9/30/1962,Yugoslavia,Germany,2,3,Friendly,Zagreb,Yugoslavia,FALSE,1962,9,1960,1962-09-30|Yugoslavia|Germany
10/3/1962,England,France,1,1,UEFA Euro qualification,Sheffield,England,FALSE,1962,10,1960,1962-10-03|England|France
10/10/1962,Poland,Northern Ireland,0,2,UEFA Euro qualification,Chorzów,Poland,FALSE,1962,10,1960,1962-10-10|Poland|Northern Ireland
10/10/1962,Turkey,Ethiopia,3,0,Friendly,Ankara,Turkey,FALSE,1962,10,1960,1962-10-10|Turkey|Ethiopia
10/10/1962,Uganda,Ghana,1,4,Friendly,Kampala,Uganda,FALSE,1962,10,1960,1962-10-10|Uganda|Ghana
10/11/1962,Poland,Morocco,1,1,Friendly,Warsaw,Poland,FALSE,1962,10,1960,1962-10-11|Poland|Morocco
10/12/1962,Kenya,Ghana,0,4,Friendly,Nairobi,Kenya,FALSE,1962,10,1960,1962-10-12|Kenya|Ghana
10/12/1962,South Korea,Indonesia,2,0,Friendly,Seoul,South Korea,FALSE,1962,10,1960,1962-10-12|South Korea|Indonesia
10/13/1962,Suriname,Guadeloupe,3,3,Friendly,Paramaribo,Suriname,FALSE,1962,10,1960,1962-10-13|Suriname|Guadeloupe
10/14/1962,Belgium,Netherlands,2,0,Friendly,Antwerp,Belgium,FALSE,1962,10,1960,1962-10-14|Belgium|Netherlands
10/14/1962,German Dr,Romania,3,2,Friendly,Dresden,German DR,FALSE,1962,10,1960,1962-10-14|German Dr|Romania
10/14/1962,Hungary,Yugoslavia,0,1,Friendly,Budapest,Hungary,FALSE,1962,10,1960,1962-10-14|Hungary|Yugoslavia
10/14/1962,South Korea,Indonesia,2,0,Friendly,Seoul,South Korea,FALSE,1962,10,1960,1962-10-14|South Korea|Indonesia
10/15/1962,Malawi,Ghana,0,12,Friendly,Blantyre,Malawi,FALSE,1962,10,1960,1962-10-15|Malawi|Ghana
10/15/1962,Suriname,French Guiana,4,2,Friendly,Paramaribo,Suriname,FALSE,1962,10,1960,1962-10-15|Suriname|French Guiana
10/17/1962,Israel,Austria,1,1,Friendly,Ramat Gan,Israel,FALSE,1962,10,1960,1962-10-17|Israel|Austria
10/18/1962,Greece,Ethiopia,3,2,Friendly,Athens,Greece,FALSE,1962,10,1960,1962-10-18|Greece|Ethiopia
10/18/1962,Tanzania,Ghana,2,6,Friendly,Dar es Salaam,Tanzania,FALSE,1962,10,1960,1962-10-18|Tanzania|Ghana
10/20/1962,Northern Ireland,England,1,3,British Home Championship,Belfast,Northern Ireland,FALSE,1962,10,1960,1962-10-20|Northern Ireland|England
10/20/1962,Wales,Scotland,2,3,British Home Championship,Cardiff,Wales,FALSE,1962,10,1960,1962-10-20|Wales|Scotland
10/24/1962,Germany,France,2,2,Friendly,Stuttgart,Germany,FALSE,1962,10,1960,1962-10-24|Germany|France
10/25/1962,Vietnam Republic,Indonesia,4,0,Vietnam Independence Cup,Saigon,Vietnam Republic,FALSE,1962,10,1960,1962-10-25|Vietnam Republic|Indonesia
10/27/1962,Malaysia,Thailand,4,2,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE,1962,10,1960,1962-10-27|Malaysia|Thailand
10/28/1962,Czechoslovakia,Poland,2,1,Friendly,Bratislava,Czechoslovakia,FALSE,1962,10,1960,1962-10-28|Czechoslovakia|Poland
10/28/1962,Hungary,Austria,2,0,Friendly,Budapest,Hungary,FALSE,1962,10,1960,1962-10-28|Hungary|Austria
10/28/1962,Indonesia,Malaysia,2,1,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE,1962,10,1960,1962-10-28|Indonesia|Malaysia
10/28/1962,Sweden,Denmark,4,2,Nordic Championship,Solna,Sweden,FALSE,1962,10,1960,1962-10-28|Sweden|Denmark
10/28/1962,Vietnam Republic,Thailand,0,1,Vietnam Independence Cup,Saigon,Vietnam Republic,FALSE,1962,10,1960,1962-10-28|Vietnam Republic|Thailand
10/30/1962,Indonesia,Thailand,7,0,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE,1962,10,1960,1962-10-30|Indonesia|Thailand
10/30/1962,Vietnam Republic,Malaysia,2,0,Vietnam Independence Cup,Saigon,Vietnam Republic,FALSE,1962,10,1960,1962-10-30|Vietnam Republic|Malaysia
10/31/1962,Vietnam Republic,Indonesia,2,0,Vietnam Independence Cup,Saigon,Vietnam Republic,FALSE,1962,10,1960,1962-10-31|Vietnam Republic|Indonesia
11/1/1962,Spain,Romania,6,0,UEFA Euro qualification,Madrid,Spain,FALSE,1962,11,1960,1962-11-01|Spain|Romania
11/4/1962,Sweden,Norway,1,1,UEFA Euro qualification,Malmö,Sweden,FALSE,1962,11,1960,1962-11-04|Sweden|Norway
11/4/1962,Tanzania,Uganda,3,1,Friendly,Dar es Salaam,Tanzania,FALSE,1962,11,1960,1962-11-04|Tanzania|Uganda
11/4/1962,Yugoslavia,Belgium,3,2,UEFA Euro qualification,Belgrade,Yugoslavia,FALSE,1962,11,1960,1962-11-04|Yugoslavia|Belgium
11/5/1962,Kenya,Uganda,4,1,Friendly,Nairobi,Kenya,FALSE,1962,11,1960,1962-11-05|Kenya|Uganda
11/7/1962,Bulgaria,Portugal,3,1,UEFA Euro qualification,Sofia,Bulgaria,FALSE,1962,11,1960,1962-11-07|Bulgaria|Portugal
11/7/1962,Chile,Argentina,1,1,Copa Carlos Dittborn,Santiago,Chile,FALSE,1962,11,1960,1962-11-07|Chile|Argentina
11/7/1962,Hungary,Wales,3,1,UEFA Euro qualification,Budapest,Hungary,FALSE,1962,11,1960,1962-11-07|Hungary|Wales
11/7/1962,Scotland,Northern Ireland,5,1,British Home Championship,Glasgow,Scotland,FALSE,1962,11,1960,1962-11-07|Scotland|Northern Ireland
11/10/1962,Nigeria,Ghana,0,0,Friendly,Lagos,Nigeria,FALSE,1962,11,1960,1962-11-10|Nigeria|Ghana
11/11/1962,Austria,Italy,1,2,Friendly,Vienna,Austria,FALSE,1962,11,1960,1962-11-11|Austria|Italy
11/11/1962,France,Hungary,2,3,Friendly,Colombes,France,FALSE,1962,11,1960,1962-11-11|France|Hungary
11/11/1962,Guadeloupe,Martinique,3,1,Friendly,San Juan,Puerto Rico,TRUE,1962,11,1960,1962-11-11|Guadeloupe|Martinique
11/11/1962,Netherlands,Switzerland,3,1,UEFA Euro qualification,Amsterdam,Netherlands,FALSE,1962,11,1960,1962-11-11|Netherlands|Switzerland
11/16/1962,Thailand,Sweden,1,2,Friendly,Bangkok,Thailand,FALSE,1962,11,1960,1962-11-16|Thailand|Sweden
11/20/1962,Puerto Rico,Martinique,1,6,Friendly,San Juan,Puerto Rico,FALSE,1962,11,1960,1962-11-20|Puerto Rico|Martinique
11/21/1962,Argentina,Chile,1,0,Copa Carlos Dittborn,Buenos Aires,Argentina,FALSE,1962,11,1960,1962-11-21|Argentina|Chile
11/21/1962,England,Wales,4,0,British Home Championship,London,England,FALSE,1962,11,1960,1962-11-21|England|Wales
11/21/1962,German Dr,Czechoslovakia,2,1,UEFA Euro qualification,Berlin,German DR,FALSE,1962,11,1960,1962-11-21|German Dr|Czechoslovakia
11/22/1962,Malaysia,Sweden,0,1,Friendly,Kuala Lumpur,Malaysia,FALSE,1962,11,1960,1962-11-22|Malaysia|Sweden
11/24/1962,Grenada,Saint Vincent And The Grenadines,2,1,Windward Islands Tournament,St. George's,Grenada,FALSE,1962,11,1960,1962-11-24|Grenada|Saint Vincent And The Grenadines
11/24/1962,Puerto Rico,Guadeloupe,0,3,Friendly,San Juan,Puerto Rico,FALSE,1962,11,1960,1962-11-24|Puerto Rico|Guadeloupe
11/25/1962,Bulgaria,Austria,1,1,Friendly,Sofia,Bulgaria,FALSE,1962,11,1960,1962-11-25|Bulgaria|Austria
11/25/1962,Israel,Turkey,0,2,Friendly,Ramat Gan,Israel,FALSE,1962,11,1960,1962-11-25|Israel|Turkey
11/25/1962,Romania,Spain,3,1,UEFA Euro qualification,Bucharest,Romania,FALSE,1962,11,1960,1962-11-25|Romania|Spain
11/27/1962,Indonesia,Sweden,0,3,Friendly,Jakarta,Indonesia,FALSE,1962,11,1960,1962-11-27|Indonesia|Sweden
11/28/1962,Northern Ireland,Poland,2,0,UEFA Euro qualification,Belfast,Northern Ireland,FALSE,1962,11,1960,1962-11-28|Northern Ireland|Poland
11/30/1962,Senegal,Ivory Coast,1,1,Friendly,Dakar,Senegal,FALSE,1962,11,1960,1962-11-30|Senegal|Ivory Coast
12/2/1962,Belgium,Spain,1,1,Friendly,Brussels,Belgium,FALSE,1962,12,1960,1962-12-02|Belgium|Spain
12/2/1962,Italy,Turkey,6,0,UEFA Euro qualification,Bologna,Italy,FALSE,1962,12,1960,1962-12-02|Italy|Turkey
12/8/1962,Malta,Denmark,1,3,UEFA Euro qualification,Gżira,Malta,FALSE,1962,12,1960,1962-12-08|Malta|Denmark
12/8/1962,Nigeria,Cameroon,3,1,Friendly,Lagos,Nigeria,FALSE,1962,12,1960,1962-12-08|Nigeria|Cameroon
12/8/1962,Tanzania,Malawi,6,2,Friendly,Dar es Salaam,Tanzania,FALSE,1962,12,1960,1962-12-08|Tanzania|Malawi
12/9/1962,Mali,German Dr,1,2,Friendly,Bamako,Mali,FALSE,1962,12,1960,1962-12-09|Mali|German Dr
12/12/1962,Turkey,Denmark,1,1,Friendly,Istanbul,Turkey,FALSE,1962,12,1960,1962-12-12|Turkey|Denmark
12/15/1962,Tanzania,Zanzibar,6,0,Friendly,Dar es Salaam,Tanzania,FALSE,1962,12,1960,1962-12-15|Tanzania|Zanzibar
12/16/1962,Ethiopia,Turkey,0,0,Friendly,Addis Ababa,Ethiopia,FALSE,1962,12,1960,1962-12-16|Ethiopia|Turkey
12/16/1962,Guinea,German Dr,2,3,Friendly,Conakry,Guinea,FALSE,1962,12,1960,1962-12-16|Guinea|German Dr
12/16/1962,Portugal,Bulgaria,3,1,UEFA Euro qualification,Oeiras,Portugal,FALSE,1962,12,1960,1962-12-16|Portugal|Bulgaria
12/23/1962,Germany,Switzerland,5,1,Friendly,Karlsruhe,Germany,FALSE,1962,12,1960,1962-12-23|Germany|Switzerland
12/23/1962,Morocco,Romania,3,1,Friendly,Casablanca,Morocco,FALSE,1962,12,1960,1962-12-23|Morocco|Romania
12/24/1962,Central African Republic,Cameroon,1,4,Friendly,Bangui,Central African Republic,FALSE,1962,12,1960,1962-12-24|Central African Republic|Cameroon
12/24/1962,Congo,Madagascar,6,1,Friendly,Bangui,Central African Republic,TRUE,1962,12,1960,1962-12-24|Congo|Madagascar
12/27/1962,Cameroon,Congo,0,3,Friendly,Bangui,Central African Republic,TRUE,1962,12,1960,1962-12-27|Cameroon|Congo
12/31/1962,Central African Republic,Madagascar,4,1,Friendly,Bangui,Central African Republic,FALSE,1962,12,1960,1962-12-31|Central African Republic|Madagascar
1/1/1963,Cameroon,Nigeria,1,2,Friendly,Yaoundé,Cameroon,FALSE,1963,1,1960,1963-01-01|Cameroon|Nigeria
1/6/1963,Algeria,Bulgaria,2,1,Friendly,Algiers,Algeria,FALSE,1963,1,1960,1963-01-06|Algeria|Bulgaria
1/6/1963,Kuwait,Jordan,2,1,Friendly,Kuwait City,Kuwait,FALSE,1963,1,1960,1963-01-06|Kuwait|Jordan
1/9/1963,Spain,France,0,0,Friendly,Barcelona,Spain,FALSE,1963,1,1960,1963-01-09|Spain|France
1/13/1963,Morocco,Switzerland,1,0,Friendly,Casablanca,Morocco,FALSE,1963,1,1960,1963-01-13|Morocco|Switzerland
1/14/1963,Myanmar,China Pr,0,3,Friendly,Yangon,Myanmar,FALSE,1963,1,1960,1963-01-14|Myanmar|China Pr
1/19/1963,Uganda,Zanzibar,8,0,Friendly,Kampala,Uganda,FALSE,1963,1,1960,1963-01-19|Uganda|Zanzibar
1/20/1963,Myanmar,China Pr,2,1,Friendly,Yangon,Myanmar,FALSE,1963,1,1960,1963-01-20|Myanmar|China Pr
1/23/1963,Bulgaria,Portugal,1,0,UEFA Euro qualification,Rome,Italy,TRUE,1963,1,1960,1963-01-23|Bulgaria|Portugal
1/26/1963,Pakistan,China Pr,0,0,Friendly,Dhaka,Pakistan,FALSE,1963,1,1960,1963-01-26|Pakistan|China Pr
1/27/1963,Benin,Nigeria,1,1,Friendly,Cotonou,Benin,FALSE,1963,1,1960,1963-01-27|Benin|Nigeria
1/30/1963,Pakistan,China Pr,3,2,Friendly,Peshawar,Pakistan,FALSE,1963,1,1960,1963-01-30|Pakistan|China Pr
2/1/1963,Mali,Burkina Faso,1,0,Friendly,Bamako,Mali,FALSE,1963,2,1960,1963-02-01|Mali|Burkina Faso
2/2/1963,Nigeria,Benin,4,1,Friendly,Benin City,Nigeria,FALSE,1963,2,1960,1963-02-02|Nigeria|Benin
2/3/1963,Pakistan,China Pr,1,1,Friendly,Lahore,Pakistan,FALSE,1963,2,1960,1963-02-03|Pakistan|China Pr
2/6/1963,Pakistan,China Pr,0,2,Friendly,Karachi,Pakistan,FALSE,1963,2,1960,1963-02-06|Pakistan|China Pr
2/17/1963,Paraguay,Bolivia,3,0,Copa Paz del Chaco,Asunción,Paraguay,FALSE,1963,2,1960,1963-02-17|Paraguay|Bolivia
2/19/1963,Paraguay,Bolivia,5,1,Copa Paz del Chaco,Asunción,Paraguay,FALSE,1963,2,1960,1963-02-19|Paraguay|Bolivia
2/23/1963,Jamaica,Haiti,3,2,Phillip Seaga Cup,Kingston,Jamaica,FALSE,1963,2,1960,1963-02-23|Jamaica|Haiti
2/24/1963,Mali,Senegal,3,1,Friendly,Kumasi,Ghana,TRUE,1963,2,1960,1963-02-24|Mali|Senegal
2/27/1963,France,England,5,2,UEFA Euro qualification,Paris,France,FALSE,1963,2,1960,1963-02-27|France|England
2/27/1963,Jamaica,Curaçao,1,2,Phillip Seaga Cup,Kingston,Jamaica,FALSE,1963,2,1960,1963-02-27|Jamaica|Curaçao
2/27/1963,Nigeria,Senegal,4,0,Friendly,Kumasi,Ghana,TRUE,1963,2,1960,1963-02-27|Nigeria|Senegal
3/2/1963,Guatemala,Honduras,1,2,Friendly,Guatemala City,Guatemala,FALSE,1963,3,1960,1963-03-02|Guatemala|Honduras
3/2/1963,Haiti,Curaçao,0,1,Phillip Seaga Cup,Kingston,Jamaica,TRUE,1963,3,1960,1963-03-02|Haiti|Curaçao
3/3/1963,Ghana,Mali,4,0,Friendly,Accra,Ghana,FALSE,1963,3,1960,1963-03-03|Ghana|Mali
3/3/1963,Netherlands,Belgium,0,1,Friendly,Rotterdam,Netherlands,FALSE,1963,3,1960,1963-03-03|Netherlands|Belgium
3/3/1963,Paraguay,Brazil,2,2,Friendly,Asunción,Paraguay,FALSE,1963,3,1960,1963-03-03|Paraguay|Brazil
3/3/1963,Tunisia,Kuwait,2,1,Friendly,Tunis,Tunisia,FALSE,1963,3,1960,1963-03-03|Tunisia|Kuwait
3/4/1963,Jamaica,Curaçao,1,2,Friendly,Kingston,Jamaica,FALSE,1963,3,1960,1963-03-04|Jamaica|Curaçao
3/6/1963,Jamaica,Haiti,0,3,Friendly,Kingston,Jamaica,FALSE,1963,3,1960,1963-03-06|Jamaica|Haiti
3/10/1963,Argentina,Colombia,4,2,Copa América,Cochabamba,Bolivia,TRUE,1963,3,1960,1963-03-10|Argentina|Colombia
3/10/1963,Bolivia,Ecuador,4,4,Copa América,La Paz,Bolivia,FALSE,1963,3,1960,1963-03-10|Bolivia|Ecuador
3/10/1963,Brazil,Peru,1,0,Copa América,Cochabamba,Bolivia,TRUE,1963,3,1960,1963-03-10|Brazil|Peru
3/10/1963,Guatemala,Honduras,2,1,Friendly,Guatemala City,Guatemala,FALSE,1963,3,1960,1963-03-10|Guatemala|Honduras
3/10/1963,Ivory Coast,Tunisia,3,0,Friendly,Abidjan,Ivory Coast,FALSE,1963,3,1960,1963-03-10|Ivory Coast|Tunisia
3/13/1963,Argentina,Peru,1,2,Copa América,Cochabamba,Bolivia,TRUE,1963,3,1960,1963-03-13|Argentina|Peru
3/14/1963,Brazil,Colombia,5,1,Copa América,La Paz,Bolivia,TRUE,1963,3,1960,1963-03-14|Brazil|Colombia
3/14/1963,Ecuador,Paraguay,1,3,Copa América,La Paz,Bolivia,TRUE,1963,3,1960,1963-03-14|Ecuador|Paraguay
3/17/1963,Bolivia,Colombia,2,1,Copa América,Cochabamba,Bolivia,FALSE,1963,3,1960,1963-03-17|Bolivia|Colombia
3/17/1963,Brazil,Paraguay,0,2,Copa América,La Paz,Bolivia,TRUE,1963,3,1960,1963-03-17|Brazil|Paraguay
3/17/1963,Ecuador,Peru,1,2,Copa América,La Paz,Bolivia,TRUE,1963,3,1960,1963-03-17|Ecuador|Peru
3/20/1963,Argentina,Ecuador,4,2,Copa América,Cochabamba,Bolivia,TRUE,1963,3,1960,1963-03-20|Argentina|Ecuador
3/20/1963,Colombia,Paraguay,2,3,Copa América,Cochabamba,Bolivia,TRUE,1963,3,1960,1963-03-20|Colombia|Paraguay
3/20/1963,Wales,Hungary,1,1,UEFA Euro qualification,Cardiff,Wales,FALSE,1963,3,1960,1963-03-20|Wales|Hungary
3/21/1963,Bolivia,Peru,3,2,Copa América,La Paz,Bolivia,FALSE,1963,3,1960,1963-03-21|Bolivia|Peru
3/23/1963,Guatemala,Panama,2,2,CONCACAF Championship,San Salvador,El Salvador,TRUE,1963,3,1960,1963-03-23|Guatemala|Panama
