date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,month,era,match_key
1872/11/30,Scotland,England,0,0,Friendly,Glasgow,Scotland,FALSE,1872,11,1870,1872-11-30|Scotland|England
1873/03/08,England,Scotland,4,2,Friendly,London,England,FALSE,1873,3,1870,1873-03-08|England|Scotland
1874/03/07,Scotland,England,2,1,Friendly,Glasgow,Scotland,FALSE,1874,3,1870,1874-03-07|Scotland|England
1875/03/06,England,Scotland,2,2,Friendly,London,England,FALSE,1875,3,1870,1875-03-06|England|Scotland
1876/03/04,Scotland,England,3,0,Friendly,Glasgow,Scotland,FALSE,1876,3,1870,1876-03-04|Scotland|England
1876/03/25,Scotland,Wales,4,0,Friendly,Glasgow,Scotland,FALSE,1876,3,1870,1876-03-25|Scotland|Wales
1877/03/03,England,Scotland,1,3,Friendly,London,England,FALSE,1877,3,1870,1877-03-03|England|Scotland
1877/03/05,Wales,Scotland,0,2,Friendly,Wrexham,Wales,FALSE,1877,3,1870,1877-03-05|Wales|Scotland
1878/03/02,Scotland,England,7,2,Friendly,Glasgow,Scotland,FALSE,1878,3,1870,1878-03-02|Scotland|England
1878/03/23,Scotland,Wales,9,0,Friendly,Glasgow,Scotland,FALSE,1878,3,1870,1878-03-23|Scotland|Wales
1879/01/18,England,Wales,2,1,Friendly,London,England,FALSE,1879,1,1870,1879-01-18|England|Wales
1879/04/05,England,Scotland,5,4,Friendly,London,England,FALSE,1879,4,1870,1879-04-05|England|Scotland
1879/04/07,Wales,Scotland,0,3,Friendly,Wrexham,Wales,FALSE,1879,4,1870,1879-04-07|Wales|Scotland
1880/03/13,Scotland,England,5,4,Friendly,Glasgow,Scotland,FALSE,1880,3,1880,1880-03-13|Scotland|England
1880/03/15,Wales,England,2,3,Friendly,Wrexham,Wales,FALSE,1880,3,1880,1880-03-15|Wales|England
1880/03/27,Scotland,Wales,5,1,Friendly,Glasgow,Scotland,FALSE,1880,3,1880,1880-03-27|Scotland|Wales
1881/02/26,England,Wales,0,1,Friendly,Blackburn,England,FALSE,1881,2,1880,1881-02-26|England|Wales
1881/03/12,England,Scotland,1,6,Friendly,London,England,FALSE,1881,3,1880,1881-03-12|England|Scotland
1881/03/14,Wales,Scotland,1,5,Friendly,Wrexham,Wales,FALSE,1881,3,1880,1881-03-14|Wales|Scotland
1882/02/18,Northern Ireland,England,0,13,Friendly,Belfast,Northern Ireland,FALSE,1882,2,1880,1882-02-18|Northern Ireland|England
1882/02/25,Wales,Northern Ireland,7,1,Friendly,Wrexham,Wales,FALSE,1882,2,1880,1882-02-25|Wales|Northern Ireland
1882/03/11,Scotland,England,5,1,Friendly,Glasgow,Scotland,FALSE,1882,3,1880,1882-03-11|Scotland|England
1882/03/13,Wales,England,5,3,Friendly,Wrexham,Wales,FALSE,1882,3,1880,1882-03-13|Wales|England
1882/03/25,Scotland,Wales,5,0,Friendly,Glasgow,Scotland,FALSE,1882,3,1880,1882-03-25|Scotland|Wales
1883/02/03,England,Wales,5,0,Friendly,London,England,FALSE,1883,2,1880,1883-02-03|England|Wales
1883/02/24,England,Northern Ireland,7,0,Friendly,Liverpool,England,FALSE,1883,2,1880,1883-02-24|England|Northern Ireland
1883/03/10,England,Scotland,2,3,Friendly,Sheffield,England,FALSE,1883,3,1880,1883-03-10|England|Scotland
1883/03/12,Wales,Scotland,0,3,Friendly,Wrexham,Wales,FALSE,1883,3,1880,1883-03-12|Wales|Scotland
1883/03/17,Northern Ireland,Wales,1,1,Friendly,Belfast,Northern Ireland,FALSE,1883,3,1880,1883-03-17|Northern Ireland|Wales
1884/01/26,Northern Ireland,Scotland,0,5,British Home Championship,Belfast,Northern Ireland,FALSE,1884,1,1880,1884-01-26|Northern Ireland|Scotland
1884/02/09,Wales,Northern Ireland,6,0,British Home Championship,Wrexham,Wales,FALSE,1884,2,1880,1884-02-09|Wales|Northern Ireland
1884/02/23,Northern Ireland,England,1,8,British Home Championship,Belfast,Northern Ireland,FALSE,1884,2,1880,1884-02-23|Northern Ireland|England
1884/03/15,Scotland,England,1,0,British Home Championship,Glasgow,Scotland,FALSE,1884,3,1880,1884-03-15|Scotland|England
1884/03/17,Wales,England,0,4,British Home Championship,Wrexham,Wales,FALSE,1884,3,1880,1884-03-17|Wales|England
1884/03/29,Scotland,Wales,4,1,British Home Championship,Glasgow,Scotland,FALSE,1884,3,1880,1884-03-29|Scotland|Wales
1885/02/28,England,Northern Ireland,4,0,British Home Championship,Manchester,England,FALSE,1885,2,1880,1885-02-28|England|Northern Ireland
1885/03/14,England,Wales,1,1,British Home Championship,Blackburn,England,FALSE,1885,3,1880,1885-03-14|England|Wales
1885/03/14,Scotland,Northern Ireland,8,2,British Home Championship,Glasgow,Scotland,FALSE,1885,3,1880,1885-03-14|Scotland|Northern Ireland
1885/03/21,England,Scotland,1,1,British Home Championship,London,England,FALSE,1885,3,1880,1885-03-21|England|Scotland
1885/03/23,Wales,Scotland,1,8,British Home Championship,Wrexham,Wales,FALSE,1885,3,1880,1885-03-23|Wales|Scotland
1885/04/11,Northern Ireland,Wales,2,8,British Home Championship,Belfast,Northern Ireland,FALSE,1885,4,1880,1885-04-11|Northern Ireland|Wales
1885/11/28,United States,Canada,0,1,Friendly,Newark,United States,FALSE,1885,11,1880,1885-11-28|United States|Canada
1886/02/27,Wales,Northern Ireland,5,0,British Home Championship,Wrexham,Wales,FALSE,1886,2,1880,1886-02-27|Wales|Northern Ireland
1886/03/13,Northern Ireland,England,1,6,British Home Championship,Belfast,Northern Ireland,FALSE,1886,3,1880,1886-03-13|Northern Ireland|England
1886/03/20,Northern Ireland,Scotland,2,7,British Home Championship,Belfast,Northern Ireland,FALSE,1886,3,1880,1886-03-20|Northern Ireland|Scotland
1886/03/27,Scotland,England,1,1,British Home Championship,Glasgow,Scotland,FALSE,1886,3,1880,1886-03-27|Scotland|England
1886/03/29,Wales,England,1,3,British Home Championship,Wrexham,Wales,FALSE,1886,3,1880,1886-03-29|Wales|England
1886/04/10,Scotland,Wales,4,1,British Home Championship,Glasgow,Scotland,FALSE,1886,4,1880,1886-04-10|Scotland|Wales
1886/11/25,United States,Canada,3,2,Friendly,Newark,United States,FALSE,1886,11,1880,1886-11-25|United States|Canada
1887/02/05,England,Northern Ireland,7,0,British Home Championship,Sheffield,England,FALSE,1887,2,1880,1887-02-05|England|Northern Ireland
1887/02/19,Scotland,Northern Ireland,4,1,British Home Championship,Glasgow,Scotland,FALSE,1887,2,1880,1887-02-19|Scotland|Northern Ireland
1887/02/26,England,Wales,4,0,British Home Championship,London,England,FALSE,1887,2,1880,1887-02-26|England|Wales
1887/03/12,Northern Ireland,Wales,4,1,British Home Championship,Belfast,Northern Ireland,FALSE,1887,3,1880,1887-03-12|Northern Ireland|Wales
1887/03/19,England,Scotland,2,3,British Home Championship,Blackburn,England,FALSE,1887,3,1880,1887-03-19|England|Scotland
1887/03/21,Wales,Scotland,0,2,British Home Championship,Wrexham,Wales,FALSE,1887,3,1880,1887-03-21|Wales|Scotland
1888/02/04,England,Wales,5,1,British Home Championship,Crewe,England,FALSE,1888,2,1880,1888-02-04|England|Wales
1888/03/03,Wales,Northern Ireland,11,0,British Home Championship,Wrexham,Wales,FALSE,1888,3,1880,1888-03-03|Wales|Northern Ireland
1888/03/10,Scotland,Wales,5,1,British Home Championship,Edinburgh,Scotland,FALSE,1888,3,1880,1888-03-10|Scotland|Wales
1888/03/17,Scotland,England,0,5,British Home Championship,Glasgow,Scotland,FALSE,1888,3,1880,1888-03-17|Scotland|England
1888/03/24,Northern Ireland,Scotland,2,10,British Home Championship,Belfast,Northern Ireland,FALSE,1888,3,1880,1888-03-24|Northern Ireland|Scotland
1888/04/07,Northern Ireland,England,1,5,British Home Championship,Belfast,Northern Ireland,FALSE,1888,4,1880,1888-04-07|Northern Ireland|England
1888/09/19,Scotland,Canada,4,0,Friendly,Glasgow,Scotland,FALSE,1888,9,1880,1888-09-19|Scotland|Canada
1889/02/23,England,Wales,4,1,British Home Championship,Stoke-on-Trent,England,FALSE,1889,2,1880,1889-02-23|England|Wales
1889/03/02,England,Northern Ireland,6,1,British Home Championship,Liverpool,England,FALSE,1889,3,1880,1889-03-02|England|Northern Ireland
1889/03/09,Scotland,Northern Ireland,7,0,British Home Championship,Glasgow,Scotland,FALSE,1889,3,1880,1889-03-09|Scotland|Northern Ireland
1889/04/13,England,Scotland,2,3,British Home Championship,London,England,FALSE,1889,4,1880,1889-04-13|England|Scotland
1889/04/15,Wales,Scotland,0,0,British Home Championship,Wrexham,Wales,FALSE,1889,4,1880,1889-04-15|Wales|Scotland
1889/04/27,Northern Ireland,Wales,1,3,British Home Championship,Belfast,Northern Ireland,FALSE,1889,4,1880,1889-04-27|Northern Ireland|Wales
1890/02/08,Wales,Northern Ireland,5,2,British Home Championship,Shrewsbury,England,TRUE,1890,2,1890,1890-02-08|Wales|Northern Ireland
1890/03/15,Northern Ireland,England,1,9,British Home Championship,Belfast,Northern Ireland,FALSE,1890,3,1890,1890-03-15|Northern Ireland|England
1890/03/15,Wales,England,1,3,British Home Championship,Wrexham,Wales,FALSE,1890,3,1890,1890-03-15|Wales|England
1890/03/22,Scotland,Wales,5,0,British Home Championship,Paisley,Scotland,FALSE,1890,3,1890,1890-03-22|Scotland|Wales
1890/03/29,Northern Ireland,Scotland,1,4,British Home Championship,Belfast,Northern Ireland,FALSE,1890,3,1890,1890-03-29|Northern Ireland|Scotland
1890/04/05,Scotland,England,1,1,British Home Championship,Glasgow,Scotland,FALSE,1890,4,1890,1890-04-05|Scotland|England
1891/02/07,Northern Ireland,Wales,7,2,British Home Championship,Belfast,Northern Ireland,FALSE,1891,2,1890,1891-02-07|Northern Ireland|Wales
1891/03/07,England,Wales,4,1,British Home Championship,Sunderland,England,FALSE,1891,3,1890,1891-03-07|England|Wales
1891/03/07,England,Northern Ireland,6,1,British Home Championship,Wolverhampton,England,FALSE,1891,3,1890,1891-03-07|England|Northern Ireland
1891/03/21,Wales,Scotland,3,4,British Home Championship,Wrexham,Wales,FALSE,1891,3,1890,1891-03-21|Wales|Scotland
1891/03/28,Scotland,Northern Ireland,2,1,British Home Championship,Glasgow,Scotland,FALSE,1891,3,1890,1891-03-28|Scotland|Northern Ireland
1891/04/04,England,Scotland,2,1,British Home Championship,Blackburn,England,FALSE,1891,4,1890,1891-04-04|England|Scotland
1892/02/27,Wales,Northern Ireland,1,1,British Home Championship,Bangor,Wales,FALSE,1892,2,1890,1892-02-27|Wales|Northern Ireland
1892/03/05,Northern Ireland,England,0,2,British Home Championship,Belfast,Northern Ireland,FALSE,1892,3,1890,1892-03-05|Northern Ireland|England
1892/03/05,Wales,England,0,2,British Home Championship,Wrexham,Wales,FALSE,1892,3,1890,1892-03-05|Wales|England
1892/03/19,Northern Ireland,Scotland,2,3,British Home Championship,Belfast,Northern Ireland,FALSE,1892,3,1890,1892-03-19|Northern Ireland|Scotland
1892/03/26,Scotland,Wales,6,1,British Home Championship,Edinburgh,Scotland,FALSE,1892,3,1890,1892-03-26|Scotland|Wales
1892/04/02,Scotland,England,1,4,British Home Championship,Glasgow,Scotland,FALSE,1892,4,1890,1892-04-02|Scotland|England
1893/02/25,England,Northern Ireland,6,1,British Home Championship,Birmingham,England,FALSE,1893,2,1890,1893-02-25|England|Northern Ireland
1893/03/13,England,Wales,6,0,British Home Championship,Stoke-on-Trent,England,FALSE,1893,3,1890,1893-03-13|England|Wales
1893/03/18,Wales,Scotland,0,8,British Home Championship,Wrexham,Wales,FALSE,1893,3,1890,1893-03-18|Wales|Scotland
1893/03/25,Scotland,Northern Ireland,6,1,British Home Championship,Glasgow,Scotland,FALSE,1893,3,1890,1893-03-25|Scotland|Northern Ireland
1893/04/01,England,Scotland,5,2,British Home Championship,Richmond,England,FALSE,1893,4,1890,1893-04-01|England|Scotland
1894/02/24,Wales,Northern Ireland,4,1,British Home Championship,Swansea,Wales,FALSE,1894,2,1890,1894-02-24|Wales|Northern Ireland
1894/03/03,Northern Ireland,England,2,2,British Home Championship,Belfast,Northern Ireland,FALSE,1894,3,1890,1894-03-03|Northern Ireland|England
1894/03/12,Wales,England,1,5,British Home Championship,Wrexham,Wales,FALSE,1894,3,1890,1894-03-12|Wales|England
1894/03/24,Scotland,Wales,5,2,British Home Championship,Kilmarnock,Scotland,FALSE,1894,3,1890,1894-03-24|Scotland|Wales
1894/03/31,Northern Ireland,Scotland,1,2,British Home Championship,Belfast,Northern Ireland,FALSE,1894,3,1890,1894-03-31|Northern Ireland|Scotland
1894/04/07,Scotland,England,2,2,British Home Championship,Glasgow,Scotland,FALSE,1894,4,1890,1894-04-07|Scotland|England
1895/03/09,England,Northern Ireland,9,0,British Home Championship,Derby,England,FALSE,1895,3,1890,1895-03-09|England|Northern Ireland
1895/03/16,Northern Ireland,Wales,2,2,British Home Championship,Belfast,Northern Ireland,FALSE,1895,3,1890,1895-03-16|Northern Ireland|Wales
1895/03/18,England,Wales,1,1,British Home Championship,London,England,FALSE,1895,3,1890,1895-03-18|England|Wales
1895/03/23,Wales,Scotland,2,2,British Home Championship,Wrexham,Wales,FALSE,1895,3,1890,1895-03-23|Wales|Scotland
1895/03/30,Scotland,Northern Ireland,3,1,British Home Championship,Glasgow,Scotland,FALSE,1895,3,1890,1895-03-30|Scotland|Northern Ireland
1895/04/06,England,Scotland,3,0,British Home Championship,Liverpool,England,FALSE,1895,4,1890,1895-04-06|England|Scotland
1896/02/29,Wales,Northern Ireland,6,1,British Home Championship,Wrexham,Wales,FALSE,1896,2,1890,1896-02-29|Wales|Northern Ireland
1896/03/07,Northern Ireland,England,0,2,British Home Championship,Belfast,Northern Ireland,FALSE,1896,3,1890,1896-03-07|Northern Ireland|England
1896/03/16,Wales,England,1,9,British Home Championship,Cardiff,Wales,FALSE,1896,3,1890,1896-03-16|Wales|England
1896/03/21,Scotland,Wales,4,0,British Home Championship,Dundee,Scotland,FALSE,1896,3,1890,1896-03-21|Scotland|Wales
1896/03/28,Northern Ireland,Scotland,3,3,British Home Championship,Belfast,Northern Ireland,FALSE,1896,3,1890,1896-03-28|Northern Ireland|Scotland
1896/04/04,Scotland,England,2,1,British Home Championship,Glasgow,Scotland,FALSE,1896,4,1890,1896-04-04|Scotland|England
1897/02/20,England,Northern Ireland,6,0,British Home Championship,Nottingham,England,FALSE,1897,2,1890,1897-02-20|England|Northern Ireland
1897/03/06,Northern Ireland,Wales,4,3,British Home Championship,Belfast,Northern Ireland,FALSE,1897,3,1890,1897-03-06|Northern Ireland|Wales
1897/03/20,Wales,Scotland,2,2,British Home Championship,Wrexham,Wales,FALSE,1897,3,1890,1897-03-20|Wales|Scotland
1897/03/27,Scotland,Northern Ireland,5,1,British Home Championship,Glasgow,Scotland,FALSE,1897,3,1890,1897-03-27|Scotland|Northern Ireland
1897/03/29,England,Wales,4,0,British Home Championship,Sheffield,England,FALSE,1897,3,1890,1897-03-29|England|Wales
1897/04/03,England,Scotland,1,2,British Home Championship,London,England,FALSE,1897,4,1890,1897-04-03|England|Scotland
1898/02/19,Wales,Northern Ireland,0,1,British Home Championship,Llandudno,Wales,FALSE,1898,2,1890,1898-02-19|Wales|Northern Ireland
1898/03/05,Northern Ireland,England,2,3,British Home Championship,Belfast,Northern Ireland,FALSE,1898,3,1890,1898-03-05|Northern Ireland|England
1898/03/19,Scotland,Wales,5,2,British Home Championship,Motherwell,Scotland,FALSE,1898,3,1890,1898-03-19|Scotland|Wales
1898/03/26,Northern Ireland,Scotland,0,3,British Home Championship,Belfast,Northern Ireland,FALSE,1898,3,1890,1898-03-26|Northern Ireland|Scotland
1898/03/28,Wales,England,0,3,British Home Championship,Wrexham,Wales,FALSE,1898,3,1890,1898-03-28|Wales|England
1898/04/02,Scotland,England,1,3,British Home Championship,Glasgow,Scotland,FALSE,1898,4,1890,1898-04-02|Scotland|England
1899/02/18,England,Northern Ireland,13,2,British Home Championship,Sunderland,England,FALSE,1899,2,1890,1899-02-18|England|Northern Ireland
1899/03/04,Northern Ireland,Wales,1,0,British Home Championship,Belfast,Northern Ireland,FALSE,1899,3,1890,1899-03-04|Northern Ireland|Wales
1899/03/18,Wales,Scotland,0,6,British Home Championship,Wrexham,Wales,FALSE,1899,3,1890,1899-03-18|Wales|Scotland
1899/03/20,England,Wales,4,0,British Home Championship,Bristol,England,FALSE,1899,3,1890,1899-03-20|England|Wales
1899/03/25,Scotland,Northern Ireland,9,1,British Home Championship,Glasgow,Scotland,FALSE,1899,3,1890,1899-03-25|Scotland|Northern Ireland
1899/04/08,England,Scotland,2,1,British Home Championship,Birmingham,England,FALSE,1899,4,1890,1899-04-08|England|Scotland
2/3/1900,Scotland,Wales,5,2,British Home Championship,Aberdeen,Scotland,FALSE,1900,2,1900,1900-02-03|Scotland|Wales
2/24/1900,Wales,Northern Ireland,2,0,British Home Championship,Llandudno,Wales,FALSE,1900,2,1900,1900-02-24|Wales|Northern Ireland
3/3/1900,Northern Ireland,Scotland,0,3,British Home Championship,Belfast,Northern Ireland,FALSE,1900,3,1900,1900-03-03|Northern Ireland|Scotland
3/17/1900,Northern Ireland,England,0,2,British Home Championship,Dublin,Northern Ireland,FALSE,1900,3,1900,1900-03-17|Northern Ireland|England
3/26/1900,Wales,England,1,1,British Home Championship,Cardiff,Wales,FALSE,1900,3,1900,1900-03-26|Wales|England
4/7/1900,Scotland,England,4,1,British Home Championship,Glasgow,Scotland,FALSE,1900,4,1900,1900-04-07|Scotland|England
2/23/1901,Scotland,Northern Ireland,11,0,British Home Championship,Glasgow,Scotland,FALSE,1901,2,1900,1901-02-23|Scotland|Northern Ireland
3/2/1901,Wales,Scotland,1,1,British Home Championship,Wrexham,Wales,FALSE,1901,3,1900,1901-03-02|Wales|Scotland
3/9/1901,England,Northern Ireland,3,0,British Home Championship,Southampton,England,FALSE,1901,3,1900,1901-03-09|England|Northern Ireland
3/18/1901,England,Wales,6,0,British Home Championship,Newcastle,England,FALSE,1901,3,1900,1901-03-18|England|Wales
3/23/1901,Northern Ireland,Wales,0,1,British Home Championship,Belfast,Northern Ireland,FALSE,1901,3,1900,1901-03-23|Northern Ireland|Wales
3/30/1901,England,Scotland,2,2,British Home Championship,London,England,FALSE,1901,3,1900,1901-03-30|England|Scotland
2/22/1902,Wales,Northern Ireland,0,3,British Home Championship,Cardiff,Wales,FALSE,1902,2,1900,1902-02-22|Wales|Northern Ireland
3/1/1902,Northern Ireland,Scotland,1,5,British Home Championship,Belfast,Northern Ireland,FALSE,1902,3,1900,1902-03-01|Northern Ireland|Scotland
3/3/1902,Wales,England,0,0,British Home Championship,Wrexham,Wales,FALSE,1902,3,1900,1902-03-03|Wales|England
3/15/1902,Scotland,Wales,5,1,British Home Championship,Greenock,Scotland,FALSE,1902,3,1900,1902-03-15|Scotland|Wales
3/22/1902,Northern Ireland,England,0,1,British Home Championship,Belfast,Northern Ireland,FALSE,1902,3,1900,1902-03-22|Northern Ireland|England
5/3/1902,England,Scotland,2,2,British Home Championship,Birmingham,England,FALSE,1902,5,1900,1902-05-03|England|Scotland
7/20/1902,Uruguay,Argentina,0,6,Friendly,Montevideo,Uruguay,FALSE,1902,7,1900,1902-07-20|Uruguay|Argentina
10/12/1902,Austria,Hungary,5,0,Friendly,Vienna,Austria,FALSE,1902,10,1900,1902-10-12|Austria|Hungary
2/14/1903,England,Northern Ireland,4,0,British Home Championship,Wolverhampton,England,FALSE,1903,2,1900,1903-02-14|England|Northern Ireland
3/2/1903,England,Wales,2,1,British Home Championship,Portsmouth,England,FALSE,1903,3,1900,1903-03-02|England|Wales
3/9/1903,Wales,Scotland,0,1,British Home Championship,Cardiff,Wales,FALSE,1903,3,1900,1903-03-09|Wales|Scotland
3/21/1903,Scotland,Northern Ireland,0,2,British Home Championship,Glasgow,Scotland,FALSE,1903,3,1900,1903-03-21|Scotland|Northern Ireland
3/28/1903,Northern Ireland,Wales,2,0,British Home Championship,Belfast,Northern Ireland,FALSE,1903,3,1900,1903-03-28|Northern Ireland|Wales
4/4/1903,England,Scotland,1,2,British Home Championship,Sheffield,England,FALSE,1903,4,1900,1903-04-04|England|Scotland
4/5/1903,Hungary,Czechoslovakia,2,1,Friendly,Budapest,Hungary,FALSE,1903,4,1900,1903-04-05|Hungary|Czechoslovakia
6/11/1903,Hungary,Austria,3,2,Friendly,Budapest,Hungary,FALSE,1903,6,1900,1903-06-11|Hungary|Austria
9/13/1903,Argentina,Uruguay,2,3,Friendly,Buenos Aires,Argentina,FALSE,1903,9,1900,1903-09-13|Argentina|Uruguay
10/11/1903,Austria,Hungary,4,2,Friendly,Vienna,Austria,FALSE,1903,10,1900,1903-10-11|Austria|Hungary
2/29/1904,Wales,England,2,2,British Home Championship,Wrexham,Wales,FALSE,1904,2,1900,1904-02-29|Wales|England
3/12/1904,Northern Ireland,England,1,3,British Home Championship,Belfast,Northern Ireland,FALSE,1904,3,1900,1904-03-12|Northern Ireland|England
3/12/1904,Scotland,Wales,1,1,British Home Championship,Dundee,Scotland,FALSE,1904,3,1900,1904-03-12|Scotland|Wales
3/21/1904,Wales,Northern Ireland,0,1,British Home Championship,Bangor,Wales,FALSE,1904,3,1900,1904-03-21|Wales|Northern Ireland
3/26/1904,Northern Ireland,Scotland,1,1,British Home Championship,Dublin,Northern Ireland,FALSE,1904,3,1900,1904-03-26|Northern Ireland|Scotland
4/9/1904,Scotland,England,0,1,British Home Championship,Glasgow,Scotland,FALSE,1904,4,1900,1904-04-09|Scotland|England
5/1/1904,Belgium,France,3,3,Évence Coppée Trophy,Brussels,Belgium,FALSE,1904,5,1900,1904-05-01|Belgium|France
6/2/1904,Hungary,Austria,3,0,Friendly,Budapest,Hungary,FALSE,1904,6,1900,1904-06-02|Hungary|Austria
10/9/1904,Austria,Hungary,5,4,Friendly,Vienna,Austria,FALSE,1904,10,1900,1904-10-09|Austria|Hungary
2/12/1905,France,Switzerland,1,0,Friendly,Paris,France,FALSE,1905,2,1900,1905-02-12|France|Switzerland
2/25/1905,England,Northern Ireland,1,1,British Home Championship,Middlesbrough,England,FALSE,1905,2,1900,1905-02-25|England|Northern Ireland
3/6/1905,Wales,Scotland,3,1,British Home Championship,Wrexham,Wales,FALSE,1905,3,1900,1905-03-06|Wales|Scotland
3/18/1905,Scotland,Northern Ireland,4,0,British Home Championship,Glasgow,Scotland,FALSE,1905,3,1900,1905-03-18|Scotland|Northern Ireland
3/27/1905,England,Wales,3,1,British Home Championship,Liverpool,England,FALSE,1905,3,1900,1905-03-27|England|Wales
4/1/1905,England,Scotland,1,0,British Home Championship,London,England,FALSE,1905,4,1900,1905-04-01|England|Scotland
4/8/1905,Northern Ireland,Wales,2,2,British Home Championship,Belfast,Northern Ireland,FALSE,1905,4,1900,1905-04-08|Northern Ireland|Wales
4/9/1905,Hungary,Austria,0,0,Friendly,Budapest,Hungary,FALSE,1905,4,1900,1905-04-09|Hungary|Austria
4/17/1905,Guernsey,Alderney,6,0,Muratti Vase,Guernsey,Guernsey,FALSE,1905,4,1900,1905-04-17|Guernsey|Alderney
4/27/1905,Jersey,Guernsey,0,1,Muratti Vase,Jersey,Jersey,FALSE,1905,4,1900,1905-04-27|Jersey|Guernsey
4/30/1905,Belgium,Netherlands,1,4,Friendly,Antwerp,Belgium,FALSE,1905,4,1900,1905-04-30|Belgium|Netherlands
5/7/1905,Belgium,France,7,0,Friendly,Brussels,Belgium,FALSE,1905,5,1900,1905-05-07|Belgium|France
5/14/1905,Netherlands,Belgium,4,0,Friendly,Rotterdam,Netherlands,FALSE,1905,5,1900,1905-05-14|Netherlands|Belgium
7/21/1905,Guyana,Trinidad And Tobago,1,4,Friendly,Georgetown,Guyana,FALSE,1905,7,1900,1905-07-21|Guyana|Trinidad And Tobago
8/15/1905,Argentina,Uruguay,0,0,Copa Lipton,Buenos Aires,Argentina,FALSE,1905,8,1900,1905-08-15|Argentina|Uruguay
2/17/1906,Northern Ireland,England,0,5,British Home Championship,Belfast,Northern Ireland,FALSE,1906,2,1900,1906-02-17|Northern Ireland|England
3/3/1906,Scotland,Wales,0,2,British Home Championship,Edinburgh,Scotland,FALSE,1906,3,1900,1906-03-03|Scotland|Wales
3/17/1906,Northern Ireland,Scotland,0,1,British Home Championship,Dublin,Northern Ireland,FALSE,1906,3,1900,1906-03-17|Northern Ireland|Scotland
3/19/1906,Wales,England,0,1,British Home Championship,Cardiff,Wales,FALSE,1906,3,1900,1906-03-19|Wales|England
3/29/1906,Jersey,Guernsey,1,2,Muratti Vase,Jersey,Jersey,FALSE,1906,3,1900,1906-03-29|Jersey|Guernsey
4/1/1906,Hungary,Czechoslovakia,1,1,Friendly,Budapest,Hungary,FALSE,1906,4,1900,1906-04-01|Hungary|Czechoslovakia
4/2/1906,Wales,Northern Ireland,4,4,British Home Championship,Wrexham,Wales,FALSE,1906,4,1900,1906-04-02|Wales|Northern Ireland
4/2/1906,Guernsey,Alderney,1,0,Muratti Vase,Guernsey,Guernsey,FALSE,1906,4,1900,1906-04-02|Guernsey|Alderney
4/7/1906,Scotland,England,2,1,British Home Championship,Glasgow,Scotland,FALSE,1906,4,1900,1906-04-07|Scotland|England
4/22/1906,France,Belgium,0,5,Friendly,Saint-Cloud,France,FALSE,1906,4,1900,1906-04-22|France|Belgium
4/29/1906,Belgium,Netherlands,5,0,Friendly,Antwerp,Belgium,FALSE,1906,4,1900,1906-04-29|Belgium|Netherlands
5/13/1906,Netherlands,Belgium,2,3,Friendly,Rotterdam,Netherlands,FALSE,1906,5,1900,1906-05-13|Netherlands|Belgium
8/15/1906,Uruguay,Argentina,0,2,Copa Lipton,Montevideo,Uruguay,FALSE,1906,8,1900,1906-08-15|Uruguay|Argentina
10/7/1906,Czechoslovakia,Hungary,4,4,Friendly,Prague,Czechoslovakia,FALSE,1906,10,1900,1906-10-07|Czechoslovakia|Hungary
10/21/1906,Argentina,Uruguay,2,1,Copa Newton,Buenos Aires,Argentina,FALSE,1906,10,1900,1906-10-21|Argentina|Uruguay
11/4/1906,Hungary,Austria,3,1,Friendly,Budapest,Hungary,FALSE,1906,11,1900,1906-11-04|Hungary|Austria
2/16/1907,England,Northern Ireland,1,0,British Home Championship,Liverpool,England,FALSE,1907,2,1900,1907-02-16|England|Northern Ireland
2/23/1907,Northern Ireland,Wales,2,3,British Home Championship,Belfast,Northern Ireland,FALSE,1907,2,1900,1907-02-23|Northern Ireland|Wales
3/4/1907,Wales,Scotland,1,0,British Home Championship,Wrexham,Wales,FALSE,1907,3,1900,1907-03-04|Wales|Scotland
3/16/1907,Scotland,Northern Ireland,3,0,British Home Championship,Glasgow,Scotland,FALSE,1907,3,1900,1907-03-16|Scotland|Northern Ireland
3/18/1907,England,Wales,1,1,British Home Championship,London,England,FALSE,1907,3,1900,1907-03-18|England|Wales
3/21/1907,Alderney,Jersey,1,2,Muratti Vase,Guernsey,Guernsey,TRUE,1907,3,1900,1907-03-21|Alderney|Jersey
4/4/1907,Jersey,Guernsey,2,3,Muratti Vase,Jersey,Jersey,FALSE,1907,4,1900,1907-04-04|Jersey|Guernsey
4/6/1907,England,Scotland,1,1,British Home Championship,Newcastle,England,FALSE,1907,4,1900,1907-04-06|England|Scotland
4/7/1907,Hungary,Czechoslovakia,5,2,Friendly,Budapest,Hungary,FALSE,1907,4,1900,1907-04-07|Hungary|Czechoslovakia
4/14/1907,Belgium,Netherlands,1,3,Friendly,Antwerp,Belgium,FALSE,1907,4,1900,1907-04-14|Belgium|Netherlands
4/21/1907,Belgium,France,1,2,Friendly,Brussels,Belgium,FALSE,1907,4,1900,1907-04-21|Belgium|France
5/5/1907,Austria,Hungary,3,1,Friendly,Vienna,Austria,FALSE,1907,5,1900,1907-05-05|Austria|Hungary
5/9/1907,Netherlands,Belgium,1,2,Friendly,Haarlem,Netherlands,FALSE,1907,5,1900,1907-05-09|Netherlands|Belgium
